title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
Fecal Microbiota Transfer from Young Mice Reverts Vascular Aging Hallmarks and Metabolic Impairments in Aged Mice,,2024.0,aging and disease,10.14336/ad.2024.0384,,https://doi.org/10.14336/ad.2024.0384,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeted partial reprogramming of age-associated cell states improves markers of health in mouse models of aging.,Sahu SK; Reddy P; Lu J; Shao Y; Wang C; Tsuji M; Delicado EN; Rodriguez Esteban C,2024.0,Science translational medicine,,39259812.0,https://pubmed.ncbi.nlm.nih.gov/39259812/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,reprogramming,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic treatment with dasatinib and quercetin does not improve overall influenza responses in aged mice,Torrance Blake L.; Cadar Andreia N.; Martin Dominique E.; Panier Hunter A.; Lorenzo Erica C.; Bartley Jenna M.; Xu Ming; Haynes Laura,2023.0,Frontiers in Aging,10.3389/fragi.2023.1212750,,https://doi.org/10.3389/fragi.2023.1212750,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.,Ximerakis M; Holton KM; Giadone RM; Ozek C; Saxena M; Santiago S; Adiconis X; Dionne D,2023.0,Nature aging,,37118429.0,https://pubmed.ncbi.nlm.nih.gov/37118429/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,controversial,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Prolonged fasting times reap greater geroprotective effects when combined with caloric restriction in adult female mice.,Duregon E; Fernandez ME; Martinez Romero J; Di Germanio C; Cabassa M; Voloshchuk R; Ehrlich-Mora MR; Moats JM,2023.0,Cell metabolism,,37437544.0,https://pubmed.ncbi.nlm.nih.gov/37437544/,"Journal Article; Research Support, N.I.H., Intramural",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Fecal microbiota transfer between young and aged mice reverses hallmarks of the aging gut, eye, and brain.",Parker A; Romano S; Ansorge R; Aboelnour A; Le Gall G; Savva GM; Pontifex MG; Telatin A,2022.0,Microbiome,,35501923.0,https://pubmed.ncbi.nlm.nih.gov/35501923/,"Journal Article; Video-Audio Media; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",Pak HH; Haws SA; Green CL; Koller M; Lavarias MT; Richardson NE; Yang SE; Dumas SN,2021.0,Nature metabolism,,34663973.0,https://pubmed.ncbi.nlm.nih.gov/34663973/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,fasting,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Peer Review #2 of ""Nicotinamide riboside exerts protective effect against aging-induced NAFLD-like hepatic dysfunction in mice (v0.1)""",,2019.0,,10.7287/peerj.7568v0.1/reviews/2,,https://doi.org/10.7287/peerj.7568v0.1/reviews/2,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rapamycin in mice.,Swindell WR,2017.0,Aging,,28876223.0,https://pubmed.ncbi.nlm.nih.gov/28876223/,Editorial,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Clearance of senescent cells by ABT263 rejuvenates aged hematopoietic stem cells in mice.,Chang J; Wang Y; Shao L; Laberge RM; Demaria M; Campisi J; Janakiraman K; Sharpless NE,2016.0,Nature medicine,,26657143.0,https://pubmed.ncbi.nlm.nih.gov/26657143/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Aging of Intestinal Stem Cells in Drosophila Melanogaster,Biteau Benoît,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_5,,https://doi.org/10.1007/978-3-7091-1232-8_5,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Aging of Murine Hematopoietic Stem Cells,Wόjtowicz Edyta; Verovskaya Evgenia; de Haan Gerald,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_6,,https://doi.org/10.1007/978-3-7091-1232-8_6,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,animal,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Telomerase gene therapy in adult and old mice delays aging and increases longevity without increasing cancer.,Bernardes de Jesus B; Vera E; Schneeberger K; Tejera AM; Ayuso E; Bosch F; Blasco MA,2012.0,EMBO molecular medicine,,22585399.0,https://pubmed.ncbi.nlm.nih.gov/22585399/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,controversial,surrogate_or_indirect,,dna_repair_genomic,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Nicotinamide mononucleotide, a key NAD(+) intermediate, treats the pathophysiology of diet- and age-induced diabetes in mice.",Yoshino J; Mills KF; Yoon MJ; Imai S,2011.0,Cell metabolism,,21982712.0,https://pubmed.ncbi.nlm.nih.gov/21982712/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Changes with aging, sex and physical exercise in murine natural killer activity and antibody-dependent cellular cytotoxicity",FERRANDEZ M,1996.0,Mechanisms of Ageing and Development,10.1016/0047-6374(95)01679-1,,https://doi.org/10.1016/0047-6374(95)01679-1,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,animal,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Impact of nicotinamide riboside, a precursor of NAD⁺ on cardiac remodeling after myocardial infarction in rat",; Lopez-Vaquera Selma,,,10.70675/ebc65f6czbd70z4b20z8b9dz060f92879a22,,https://doi.org/10.70675/ebc65f6czbd70z4b20z8b9dz060f92879a22,dissertation,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"""Immunopause"" no more: exercise to counter immunosenescence in aging.","Sun C, Li J, Xu H, Du J, Muthusamy P, Liu K, Wei S, Zhang L.",2025.0,Immun Ageing,10.1186/s12979-025-00549-1,41275232.0,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,18,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,exercise,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic Combination of Dasatinib and Quercetin Promotes Tendon-to-Bone Healing by Mitigating Age-Related Senescence in Rats,Cai Zhuochang; Wang Haoyuan; Hu Jiacheng; Qu Cheng; Chen Shuai; Liu Xudong; Fan Cunyi,2025.0,The American Journal of Sports Medicine,10.1177/03635465251381763,,https://doi.org/10.1177/03635465251381763,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,15,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases","Ozdemir SA, Faizan MI, Kaur G, Shaikh SB, Ganaie KUI, Rahman I.",2025.0,PPR,10.20944/preprints202508.1331.v1,,,preprint,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,15,priority_4_low_directness_or_unclear,abstract_or_metadata_only,No full text link captured,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
