title,authors,year,journal,doi,pmid,source,is_preprint,study_design,species_model,sample_size,age_sex,disease_status,intervention_name,intervention_class,dose_intensity,duration,comparator,outcome_exact,ageing_domain_category,effect_direction,effect_size,uncertainty_measure,follow_up_time,mechanism,mechanism_directness,extraction_confidence,missingness_flag,ambiguity_notes,claim_score,claim_category
Viability of an educational program for lifestyle changes and an algorithm for the derivation of exercise programs in older people at risk of dependency at primary care: PRICA-POWFRAIL study protocol.,"Mihaiescu-Ion V, Ortega-Gómez S, Domínguez-Navarro A, Ayala-Martinez C, Llerena-Guerrero R, Pérez-Cabezas V, González-Medina G, Losa-Reyna J, Galan-Mercant A.",2026.0,BMC Geriatr,10.1186/s12877-025-06902-9,41663978.0,europe_pmc,False,RCT_or_clinical_trial,human,,,,exercise,exercise; lifestyle_bundle,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Senogenic-senolytic treatment strategies enhance tumor control and can improve survival in murine cancer models: a systematic review.,"Hamburger ECB, Brigato P, Rosenzweig DH, Haglund L.",2026.0,BMC Cancer,10.1186/s12885-026-15650-x,41620649.0,europe_pmc,False,animal_experiment,animal,,,,senolytics,senolytics,,,,survival,hard_ageing_relevance,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.0,promising_but_incomplete
From dysbiosis to longevity: a narrative review into the gut microbiome's impact on aging.,"Tseng CH, Wu CY.",2025.0,J Biomed Sci,10.1186/s12929-025-01179-x,41076537.0,europe_pmc,False,animal_experiment,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The impacts of different dietary restriction regimens on aging and longevity: from yeast to humans.,"Ching TT, Hsu AL.",2025.0,J Biomed Sci,10.1186/s12929-025-01188-w,41039401.0,europe_pmc,False,unclear_or_metadata_only,human,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Targeting PURPL RNA enabled rejuvenation of senescence cells via epigenetic reprogramming.,"Wang J, Yang X, Su X, Yi W, Sun W, Wei J, Ning YQ, Yan J.",2025.0,J Transl Med,10.1186/s12967-025-07208-5,41107828.0,europe_pmc,False,in_vitro_study,cellular,,,,reprogramming,reprogramming,,,,senescence; rejuvenation,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; epigenetic_alterations,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"""Immunopause"" no more: exercise to counter immunosenescence in aging.","Sun C, Li J, Xu H, Du J, Muthusamy P, Liu K, Wei S, Zhang L.",2025.0,Immun Ageing,10.1186/s12979-025-00549-1,41275232.0,europe_pmc,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Targeting the microbiome: from probiotics to fecal microbiota transplantation,Khoruts Alexander,2018.0,Genome Medicine,10.1186/s13073-018-0592-8,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Rejuvenation of mesenchymal stromal cells via partial reprogramming enables scalable generation of transcriptionally diverse MSC libraries.,"Tu H, Hosaka A, Hichiwa G, Wang Y, Kazuki K, Tabata T, Osaki M, Nakayama Y, Kanazawa I, Honma K, Kimura MT, Gao X, Ogata N, Abe S, Oshimura M, Kazuki Y.",2026.0,Stem Cell Res Ther,10.1186/s13287-026-04977-8,41862988.0,europe_pmc,False,animal_experiment,cellular,,,,reprogramming,reprogramming,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.0,speculative_or_hype_heavy
Sex-dependent locus coeruleus vulnerability in Alzheimer's disease: gut dysbiosis as a driver and probiotic intervention as rescue.,"Stapleton HM, Borges DS, Trindade EBSM, Yuan Q.",2026.0,Biol Sex Differ,10.1186/s13293-026-00834-8,41593789.0,europe_pmc,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fecal microbiota transplantation modulates jejunal host-microbiota interface in weanling piglets,Mooyottu Shankumar; Muyyarikkandy Muhammed Shafeekh; Yousefi Farnaz; Li Ganwu; Sahin Orhan; Burrough Eric; Scaria Joy; Sponseller Brett,2025.0,Microbiome,10.1186/s40168-025-02042-9,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Dynamics of gut bacteriophage in diversity outbred mice studied over lifespan and during extreme caloric restriction.,"Merenstein C, Litichevskiy L, Thaiss C, Collman RG, Bushman FD.",2026.0,Microbiome,10.1186/s40168-026-02362-4,41772715.0,europe_pmc,False,animal_experiment,animal,,,,caloric_restriction,caloric_restriction,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.0,promising_but_incomplete
The fecal microbiota of wild and captive raptors,Oliveira Bruno C. M.; Murray Maureen; Tseng Florina; Widmer Giovanni,2020.0,Animal Microbiome,10.1186/s42523-020-00035-7,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fecal microbiota transplantation in pigs: current status and future perspective,Rahman Rajibur; Marcolla Camila Schultz; Willing Benjamin P.,2025.0,Animal Microbiome,10.1186/s42523-025-00440-w,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,"Fazeli PK, Steinhauser ML.",2025.0,Endocr Rev,10.1210/endrev/bnaf021,40700575.0,europe_pmc,False,unclear_or_metadata_only,human,,,,fasting,fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
Age reprogramming: cell rejuvenation by partial reprogramming,Singh Prim B.; Zhakupova Assem,2022.0,Development,10.1242/dev.200755,,crossref,False,in_vitro_study,cellular,,,,reprogramming,reprogramming,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.0,speculative_or_hype_heavy
"Longitudinal Bidirectional Associations between Physical Activity and Cognitive Ability in Older Adults across the United Kingdom, United States, and China.","Zhang X, Zhao J, Zhao B, Li X.",2026.0,Med Sci Sports Exerc,10.1249/mss.0000000000003911,41392396.0,europe_pmc,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Dietary restriction with and without caloric restriction for healthy aging,Lee Changhan; Longo Valter,2016.0,F1000Research,10.12688/f1000research.7136.1,,crossref,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Reducing frailty in frail people with multiple sclerosis: Feasibility of a 6-week multimodal exercise training program.,"Zanotto T, Tabatabaei A, Lynch SG, He J, Lysaught M, Ahmadnezhad P, Ibude J, Devos H, Chaves LD, Troen BR, Sosnoff JJ.",2026.0,PLoS One,10.1371/journal.pone.0347063,41984883.0,europe_pmc,False,RCT_or_clinical_trial,human,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,13.0,supported_for_healthspan_related_benefit
"ASSOCIATION BETWEEN BERG BALANCE, PHYSIOLOGICAL PROFILE ASSESSMENT AND PHYSICAL ACTIVITY, PHYSICAL FUNCTION AND BODY COMPOSITION: A CROSS-SECTIONAL STUDY",SMEE D.J.; BERRY H.L.; WADDINGTON G.; ANSON J.,2015.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2015.57,,crossref,False,cross-sectional,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
"CHANGES OF BODY COMPOSITION, MUSCULAR STRENGTH AND PHYSICAL PERFORMANCE DUE TO RESISTANCE TRAINING IN OLDER PERSONS WITH SARCOPENIC OBESITY",STOEVER K.; HEBER A.; EICHBERG S.; ZIJLSTRA W.; BRIXIUS K.,2015.0,Journal of Frailty &amp; Aging,10.14283/jfa.2015.67,,crossref,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
EXERCISE: AN IMPORTANT KEY TO PREVENT PHYSICAL AND COGNITIVE FRAILTY,DULAC M.C.; AUBERTIN-LEHEUDRE M.,2015.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2015.72,,crossref,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
RESISTANCE TRAINING AND CO-SUPPLEMENTATION WITH CREATINE AND PROTEIN IN OLDER SUBJECTS WITH FRAILTY,COLLINS J.; LONGHURST G.; ROSCHEL H.; GUALANO B.,2016.0,Journal of Frailty &amp; Aging,10.14283/jfa.2016.85,,crossref,False,unclear_or_metadata_only,human,,,,exercise,exercise; supplements,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,13.0,supported_for_healthspan_related_benefit
EXERCISE INTERVENTIONS FOR PRESERVING PHYSICAL FUNCTION AMONG CANCER SURVIVORS IN MIDDLE TO LATE LIFE,DAUM C.W.; COCHRANE S.K.; FITZGERALD J.D.; JOHNSON L.; BUFORD T.W.,2016.0,Journal of Frailty &amp; Aging,10.14283/jfa.2016.92,,crossref,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
Educating Medical Students in Counselling Older Adults about Exercise: The Impact of a Physical Activity Module,Jadczak Agathe Daria; Tam K.L.; Visvanathan R.,2018.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2017.44,,crossref,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
The Sustained Impact of a Medical School-Based Physical Activity Module on Interns' Perceived Competence in Advising Older Adults About Exercise,Jadczak Agathe Daria; Visvanathan R.,2020.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2019.39,,crossref,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study",Bray N.W.; Jones G.J.; Rush K.L.; Jones C.A.; Jakobi Jennifer M.,2020.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2020.13,,crossref,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Young Plasma Attenuated Chronic Kidney Disease Progression after Acute Kidney Injury by Inhibiting Inflammation in Mice,,2024.0,aging and disease,10.14336/ad.2023.1230,,crossref,False,animal_experiment,animal,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,inflammaging,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.0,biomarker_or_preclinical_evidence
"Targeting Cellular Senescence in Aging and Age-Related Diseases: Challenges, Considerations, and the Emerging Role of Senolytic and Senomorphic Therapies",,2024.0,aging and disease,10.14336/ad.2024.0206,,crossref,False,animal_experiment,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
Fecal Microbiota Transplantation Attenuates Frailty via Gut-Muscle Axis in Old Mice,,2024.0,aging and disease,10.14336/ad.2024.0321,,crossref,False,animal_experiment,animal,,,,microbiome,microbiome,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Fecal Microbiota Transfer from Young Mice Reverts Vascular Aging Hallmarks and Metabolic Impairments in Aged Mice,,2024.0,aging and disease,10.14336/ad.2024.0384,,crossref,False,animal_experiment,animal,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
The Impact of Young and/or Exercised Plasma Transfusions in Neurodegenerative Conditions: A Scoping Review,,2026.0,aging and disease,10.14336/ad.2025.0849,,crossref,False,animal_experiment,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
