source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",2c62beccea630569beda9e69514e3562,Vitisin B rejuvenates senescence via WBP2NL regulation.,,"Yoon JH, Lee YH, Oh S, Lee KS, Park JH, Lee YJ, So B, Kim D, Kim M, Kwon HW, Byun Y, Lee KY, Park JT.",2026.0,Mech Ageing Dev,10.1016/j.mad.2026.112159,41577206.0,,,journal article,False,2026-04-23T01:40:57,doi:10.1016/j.mad.2026.112159,vitisin b rejuvenates senescence via wbp2nl regulation
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),414f6e753e736b06b31f48ccf1f3f289,Metformin-induced longevity is associated with retrotransposon dynamics in yeast chronological aging,,Meneses-Plascencia Jimena; Moreno-Méndez Ericka; Ascencio Diana; Pérez-Aguilar Cesia; Munguía-Figueroa Michelle; Abreu-Goodger Cei; Funes Soledad; DeLuna Alexander,2026.0,Mechanisms of Ageing and Development,10.1016/j.mad.2026.112162,,,https://doi.org/10.1016/j.mad.2026.112162,journal-article,False,2026-04-23T01:41:23,doi:10.1016/j.mad.2026.112162,metformin induced longevity is associated with retrotransposon dynamics in yeast chronological aging
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",a954bd86abcafd84d076d91c52f5bffa,Cellular reprogramming beyond pluripotency.,,"Núñez-Quintela V, Li H, Collado M.",2026.0,Trends Mol Med,10.1016/j.molmed.2026.01.007,41864756.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.molmed.2026.01.007,cellular reprogramming beyond pluripotency
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",8d3e78c0355db189ac3080cd9f181f1e,The drug discovery and therapeutic nano-strategies targeting cellular senescence.,,"Wang Y, Liu M, Chen X, Wang S, Li J, Sun Y, Zheng X, Zhang J, Li H.",2025.0,Mater Today Bio,10.1016/j.mtbio.2025.102480,41235365.0,PMC12605296,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.1016/j.mtbio.2025.102480,the drug discovery and therapeutic nano strategies targeting cellular senescence
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),0ac07d71230df12d0d5e9f0e2851b3da,Senolytic combination of dasatinib and quercetin attenuates renal damage in diabetic kidney disease,,Guo Xiuli; Wen Si; Wang Jiao; Zeng Xiaobian; Yu Hongyuan; Chen Ying; Zhu Xinwang; Xu Li,2024.0,Phytomedicine,10.1016/j.phymed.2024.155705,,,https://doi.org/10.1016/j.phymed.2024.155705,journal-article,False,2026-04-23T01:41:38,doi:10.1016/j.phymed.2024.155705,senolytic combination of dasatinib and quercetin attenuates renal damage in diabetic kidney disease
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",83aaac55612a1a326deeeb22f6da113f,Research of <i>in vivo</i> reprogramming toward clinical applications in regenerative medicine: A concise review.,,"Nakatsukasa Y, Yamada Y, Yamada Y.",2025.0,Regen Ther,10.1016/j.reth.2024.11.008,39678397.0,PMC11638634,,review-article; review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.reth.2024.11.008,research of i in vivo i reprogramming toward clinical applications in regenerative medicine a concise review
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",d0243081a07114f4fff02bd8a807ccbf,"Preface of the special issue ""Mechanisms of reprogramming for cell differentiation and tissue regeneration"".",,Shiota G.,2025.0,Regen Ther,10.1016/j.reth.2025.05.005,40491559.0,PMC12146485,,editorial,False,2026-04-23T01:41:44,doi:10.1016/j.reth.2025.05.005,preface of the special issue mechanisms of reprogramming for cell differentiation and tissue regeneration
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",702d215f3fd1cf1b7f9b59e85f6d1c3b,Anti-aging strategies and ex vivo organ rejuvenation.,,"Haoui M, Reddy P, Izpisua Belmonte JC.",2026.0,Cell Stem Cell,10.1016/j.stem.2025.12.011,41512832.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.stem.2025.12.011,anti aging strategies and ex vivo organ rejuvenation
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",4233fe620552826825908abab375d05c,Two decades of induced pluripotent stem cell research: From discovery to diverse applications.,,Yamanaka S.,2026.0,Cell Stem Cell,10.1016/j.stem.2026.02.003,41795426.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.stem.2026.02.003,two decades of induced pluripotent stem cell research from discovery to diverse applications
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),f78005785134d391ae8dfb3c470a0a9b,Mechanistic insights into aging and longevity: Implications for ovarian function and health.,,Harrath AH.,2026.0,Tissue Cell,10.1016/j.tice.2026.103473,41833148.0,,,review; journal article,False,2026-04-23T01:41:22,doi:10.1016/j.tice.2026.103473,mechanistic insights into aging and longevity implications for ovarian function and health
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",8c6a21aaa7be8a3a869279a1f6669e4a,Immune senescence and brain aging: can rejuvenation of immunity reverse memory loss?,,Ron-Harel Noga; Schwartz Michal,2009.0,Trends in Neurosciences,10.1016/j.tins.2009.03.003,,,https://doi.org/10.1016/j.tins.2009.03.003,journal-article,False,2026-04-23T01:40:58,doi:10.1016/j.tins.2009.03.003,immune senescence and brain aging can rejuvenation of immunity reverse memory loss
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",1e4d07b5fc2b294f8591fb2de6d3a89a,"Environmental, infrastructural, and social drivers of physical activity in aging cities",,Marzetti Emanuele; Calvani Riccardo; Coelho-Junior Hélio Jose,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100066,,,https://doi.org/10.1016/j.tjfa.2025.100066,journal-article,False,2026-04-23T01:41:16,doi:10.1016/j.tjfa.2025.100066,environmental infrastructural and social drivers of physical activity in aging cities
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a73d849f74fc44d557e3fb24637f35ff,Impacts of sarcopenia and resistance exercise training on mitochondrial quality control proteins,,Springer-Sapp Catherine B.; Ogbara Olayinka O.; Addison Odessa; Kuzmiak-Glancy Sarah; Prior Steven J.,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100090,,,https://doi.org/10.1016/j.tjfa.2025.100090,journal-article,False,2026-04-23T01:41:16,doi:10.1016/j.tjfa.2025.100090,impacts of sarcopenia and resistance exercise training on mitochondrial quality control proteins
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",89f3b37279fbc571e4649df445cd77bc,Comprehensive geriatric assessment and primary care based interventions for managing frailty in older adults: An evidence map.,,"Sahoo S, Rehman T, Ali MS, Bhattacharya H, Ak K, Nayak R, Mahakuda AK, Pati S, Kshatri JS.",2026.0,J Frailty Aging,10.1016/j.tjfa.2025.100104,41389198.0,PMC12757642,,systematic review; review-article; review; journal article,False,2026-04-23T01:41:13,doi:10.1016/j.tjfa.2025.100104,comprehensive geriatric assessment and primary care based interventions for managing frailty in older adults an evidence map
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),bfce8eb54453cdb08d6c0c6a9bcf7cd7,"Insights on geroscience pre-clinical and clinical trials to promote healthy aging from the Intrinsic Capacity, Frailty and Sarcopenia Research Task Force 2025.",,"Tagliafico L, Canevelli M, Barreto PS, Cesari M, Ferrucci L, Vellas B, Rolland Y, ICFSR Task Force.",2026.0,J Frailty Aging,10.1016/j.tjfa.2026.100147,41863810.0,PMC13010422,,review-article; review; journal article,False,2026-04-23T01:40:43,doi:10.1016/j.tjfa.2026.100147,insights on geroscience pre clinical and clinical trials to promote healthy aging from the intrinsic capacity frailty and sarcopenia research task force 2025
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",13ac0341f8912063ded649bee79fb9e2,Protocol for establishment of parabiotic mouse models and validation by flow cytometric analysis of immune cells.,,"Song J, Zhao W, Zhang J, Hu K, Ma B, Wang S, Zhao Y, Pu J.",2026.0,STAR Protoc,10.1016/j.xpro.2025.104268,41401066.0,PMC12767830,,research-article; journal article,False,2026-04-23T01:41:56,doi:10.1016/j.xpro.2025.104268,protocol for establishment of parabiotic mouse models and validation by flow cytometric analysis of immune cells
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",d3deded3d65eac3b484e28afdb47567c,From wrinkles to malignancy: small-molecule-mediated stem cell approaches in skin aging.,,"Alkhammash A, Alotaibi G.",2026.0,Methods,10.1016/j.ymeth.2026.02.003,41655728.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.ymeth.2026.02.003,from wrinkles to malignancy small molecule mediated stem cell approaches in skin aging
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",abcb75ccf0b5e32a969d52b6a5a33a69,Mo1818 Effect of Aging on the Fecal Microbiome in Healthy Donors for Fecal Microbiota Transplant,,Anand Rohit; Song Yang; Sinha Amitasha; Hasan Sayeedul; Sivaraman Anita; Garg Shashank; Dutta Sudhir,2015.0,Gastroenterology,10.1016/s0016-5085(15)32448-3,,,https://doi.org/10.1016/s0016-5085(15)32448-3,journal-article,False,2026-04-23T01:41:51,doi:10.1016/s0016-5085(15)32448-3,mo1818 effect of aging on the fecal microbiome in healthy donors for fecal microbiota transplant
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",3f53e447bc570c6d4565cf4cefb69b3c,"Proteolysis, caloric restriction and aging",,Merker K,2001.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00219-6,,,https://doi.org/10.1016/s0047-6374(01)00219-6,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s0047-6374(01)00219-6,proteolysis caloric restriction and aging
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",0ce863813aea09b30da5aebe9798cc74,Caloric restriction and lifespan: a role for protein turnover?,,Tavernarakis Nektarios; Driscoll Monica,2002.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00341-4,,,https://doi.org/10.1016/s0047-6374(01)00341-4,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s0047-6374(01)00341-4,caloric restriction and lifespan a role for protein turnover
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",1d8ed4567b319e0f38766a255a5b5773,How embryos reverse ageing,,Ainsworth Claire,2021.0,New Scientist,10.1016/s0262-4079(21)00493-0,,,https://doi.org/10.1016/s0262-4079(21)00493-0,journal-article,False,2026-04-23T01:40:58,doi:10.1016/s0262-4079(21)00493-0,how embryos reverse ageing
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",39391edc9a7bafef42b6f5ca630128ce,Cellular and molecular mechanisms whereby dietary restriction extends healthspan: a beneficial type of stress,,Mattson Mark P.; Duan Wenzhen; Wan Ruiqian; Guo Zhihong,2003.0,Advances in Cell Aging and Gerontology,10.1016/s1566-3124(03)14005-9,,,https://doi.org/10.1016/s1566-3124(03)14005-9,book-chapter,False,2026-04-23T01:41:06,doi:10.1016/s1566-3124(03)14005-9,cellular and molecular mechanisms whereby dietary restriction extends healthspan a beneficial type of stress
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",71c021adcec1fddfbfc0b8664b95f24e,"Endogenous oxidative stress: relationship to aging, longevity and caloric restriction",,Barja Gustavo,2002.0,Ageing Research Reviews,10.1016/s1568-1637(02)00008-9,,,https://doi.org/10.1016/s1568-1637(02)00008-9,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s1568-1637(02)00008-9,endogenous oxidative stress relationship to aging longevity and caloric restriction
europe_pmc,mixed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",32cdf7678048a668ae9efe2ea5e1a474,Eating well for ageing well: the role of diet and nutrition in promoting healthspan and longevity.,,Dai Z.,2025.0,Proc Nutr Soc,10.1017/s0029665125101821,40984636.0,,,review; journal article,False,2026-04-23T01:41:04,doi:10.1017/s0029665125101821,eating well for ageing well the role of diet and nutrition in promoting healthspan and longevity
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",2185a66c2f171bd2d0b114954fe9b252,"State provision down, offspring's up: the reverse substitution of old-age care in Sweden",,JOHANSSON LENNARTH; SUNDSTRÖM GERDT; HASSING LINDA B.,2003.0,Ageing and Society,10.1017/s0144686x02001071,,,https://doi.org/10.1017/s0144686x02001071,journal-article,False,2026-04-23T01:40:58,doi:10.1017/s0144686x02001071,state provision down offspring s up the reverse substitution of old age care in sweden
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6cdf2c571e5017f731ba3bc9dc401895,Selective Assembly between Cu2+ and Nicotinamide Mononucleotide (NMN),,,,,10.1021/acs.inorgchem.5c04335.s001,,,https://doi.org/10.1021/acs.inorgchem.5c04335.s001,component,False,2026-04-23T01:41:30,doi:10.1021/acs.inorgchem.5c04335.s001,selective assembly between cu2 and nicotinamide mononucleotide nmn
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),1818043acae4449a4d055794b69c862b,Design and Synthesis of Senescence-Targeted Prodrugs with Senomorphic and Senolytic Properties To Mitigate Chemotherapy-Induced Kidney Injury,,,,,10.1021/acs.jmedchem.5c01442.s001,,,https://doi.org/10.1021/acs.jmedchem.5c01442.s001,component,False,2026-04-23T01:41:38,doi:10.1021/acs.jmedchem.5c01442.s001,design and synthesis of senescence targeted prodrugs with senomorphic and senolytic properties to mitigate chemotherapy induced kidney injury
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),7f43ac0b938acae3ad1fa0a7c1d26b41,Design and Synthesis of Senescence-Targeted Prodrugs with Senomorphic and Senolytic Properties To Mitigate Chemotherapy-Induced Kidney Injury,,,,,10.1021/acs.jmedchem.5c01442.s002,,,https://doi.org/10.1021/acs.jmedchem.5c01442.s002,component,False,2026-04-23T01:41:38,doi:10.1021/acs.jmedchem.5c01442.s002,design and synthesis of senescence targeted prodrugs with senomorphic and senolytic properties to mitigate chemotherapy induced kidney injury
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",836b8b2923e197367263ea34c8784932,The Future of Epigenetics: Emerging Technologies and Clinical Applications.,,"Iyer KA, Koynova-Tenchov R, Sasso JM, Thite T, Deng Y, Zhou QA.",2026.0,ACS Pharmacol Transl Sci,10.1021/acsptsci.5c00729,41852637.0,PMC12993786,,review-article; review; journal article,False,2026-04-23T01:40:50,doi:10.1021/acsptsci.5c00729,the future of epigenetics emerging technologies and clinical applications
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),fbf175c0fce1b59bd6ba6da794f58987,Translational Geroscience Strategies for Delaying Multimorbidity.,,"Khanal P, Chand J, Patil VS, Singh L, Bhattacharya K.",2026.0,ACS Pharmacol Transl Sci,10.1021/acsptsci.6c00026,41988378.0,PMC13077501,,review-article; review; journal article,False,2026-04-23T01:40:43,doi:10.1021/acsptsci.6c00026,translational geroscience strategies for delaying multimorbidity
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",5046517981c12cbceadf69812f59abeb,Reverse Transcriptases and Ageing,,COMFORT ALEX,1971.0,Nature,10.1038/231530a0,,,https://doi.org/10.1038/231530a0,journal-article,False,2026-04-23T01:40:58,doi:10.1038/231530a0,reverse transcriptases and ageing
